Feature ID,Locus Name,Gene length,Chromosome region start,Chromosome region end,0 Hour Time Point Unique gene reads,Total gene reads,RPKM,6 Hour Time Point Unique gene reads,Total gene reads,RPKM,Fold Change in RPKM  0 to 6 hours ,12 Hour Time Point Unique gene reads,Total gene reads,RPKM,Fold Change in RPKM 0 to 12 hours,21 Hour Time Point Unique gene reads,Total gene reads,RPKM,Fold Change in RPKM 0 to 21 hours
all4644,all4644,673,5547374,5548047,12,12,1.040428407,12,12,1.128700948,1.084842495,3,3,0.251344219,-4.139456289,10,10,0.832301474,-1.250061954
all3987,all3987,691,4802680,4803371,12,42,3.546641262,19,130,11.90907453,3.357845817,14,36,2.937562822,-1.207341418,18,43,3.485668937,-1.017492288
all2511,all2511,715,3016815,3017530,12,17,1.387359138,16,28,2.478932479,1.786799403,46,66,5.204758744,3.75155834,48,55,4.308760708,3.105728423
all1616,all1616,784,1902895,1903679,12,12,0.893122854,9,9,0.726673219,-1.229057066,31,31,2.229504436,2.496302077,25,25,1.786157181,1.999900879
all0465,all0465,793,553872,554665,12,18,1.324479794,8,14,1.117551527,-1.185162171,10,15,1.066548923,-1.241836887,13,16,1.130166743,-1.171933082
alr0933,alr0933,793,1085399,1086192,12,12,0.882986529,9,9,0.718425982,-1.229057066,7,7,0.497722831,-1.774052695,22,22,1.553979272,1.759912773
all2238,all2238,823,2685431,2686254,12,12,0.8507999,2,2,0.153830648,-5.530756796,7,7,0.479579836,-1.774052695,6,6,0.408363712,-2.08343659
alr0618,alr0618,829,717909,718738,12,12,0.84464212,28,28,2.138041885,2.531299154,30,30,2.040466335,2.415776204,30,30,2.027040623,2.399881055
all3502,all3502,835,4217757,4218592,12,12,0.838572836,13,13,0.985529401,1.175246036,24,24,1.620643441,1.932620963,27,27,1.811227555,2.159892949
alr3182,alr3182,838,3851848,3852686,12,12,0.835570785,11,11,0.830924137,-1.005592145,26,26,1.74941175,2.09367271,34,34,2.272639896,2.719865195
alr0359,alr0359,847,415280,416127,12,12,0.826692229,13,13,0.971566765,1.175246036,58,58,3.861066601,4.67050066,29,29,1.917830917,2.319885019
all3011,all3011,877,3653701,3654578,12,12,0.798413133,11,11,0.793973121,-1.005592145,41,41,2.636009512,3.301560812,50,50,3.193494253,3.999801758
all2192,all2192,883,2635533,2636416,12,14,0.925152553,7,7,0.501822402,-1.843585599,8,9,0.574704391,-1.609788557,9,9,0.570922993,-1.620450681
natA,all1046,883,1217551,1218434,12,15,0.991234878,16,18,1.290400461,1.301810994,62,75,4.789203261,4.831552407,48,56,3.552409734,3.583822375
alr3863,alr3863,886,4662681,4663567,12,12,0.790302842,8,8,0.571569404,-1.382689199,135,135,8.591376595,10.87099292,141,141,8.914174241,11.27944096
alr3009,alr3009,898,3650358,3651256,12,12,0.779742002,8,8,0.563931506,-1.382689199,36,36,2.260418608,2.898931444,65,65,4.054457459,5.199742285
all0466,all0466,922,554733,555655,12,12,0.75944503,11,11,0.755221721,-1.005592145,35,35,2.140424104,2.818405571,16,16,0.972041461,1.279936562
all1944,all1944,922,2327190,2328112,12,12,0.75944503,18,18,1.235817362,1.627263742,27,27,1.651184309,2.174198583,11,11,0.668278505,-1.136419958
all4051,all4051,946,4876815,4877761,12,12,0.740177926,15,15,1.003720584,1.356053118,28,28,1.668897272,2.254724457,34,34,2.013184179,2.719865195
all2584,all2584,970,3089356,3090326,12,12,0.721864245,10,10,0.65259084,-1.106151359,89,89,5.173458648,7.166802737,68,68,3.926746872,5.43973039
all0320,all0320,976,362384,363360,12,12,0.717426555,16,18,1.167442221,1.627263742,38,39,2.2530846,3.140509065,70,76,4.361737274,6.079698671
alr2723,alr2723,1000,3319048,3320048,12,12,0.700208318,16,16,1.012820984,1.44645666,41,41,2.311780342,3.301560812,53,53,2.968736128,4.239789863
all0384,all0384,1030,448246,449276,12,12,0.679813901,15,15,0.92186376,1.356053118,31,31,1.697020853,2.496302077,20,20,1.087648334,1.599920703
all0041,all0041,1057,43541,44598,12,12,0.66244874,6,6,0.359326272,-1.843585599,25,28,1.493639375,2.254724457,34,34,1.801771271,2.719865195
alr1419,alr1419,1075,1683140,1684215,12,12,0.651356575,14,14,0.824389173,1.265649577,20,20,1.049021142,1.610517469,18,18,0.937906982,1.439928633
alr4268,alr4268,1084,5118156,5119240,12,12,0.645948633,13,13,0.75914857,1.175246036,21,21,1.092327135,1.691043343,42,42,2.17027984,3.359833476
all5310,all5310,1087,6334289,6335376,12,12,0.644165886,13,13,0.757053404,1.175246036,7,7,0.363104144,-1.774052695,13,13,0.669899319,1.039948457
all1770,all1770,1123,2124970,2126093,12,12,0.623515866,3,3,0.169104127,-3.687171197,25,25,1.255228994,2.013146836,17,18,0.897818349,1.439928633
alr7076,alr7076,1129,65064,66193,12,12,611.9803726,19,19,859.5899611,1.404603807,40,40,1864.714932,3.047017544,25,26,1323.747164,2.163054933
alr7101,alr7101,1129,88087,89216,12,12,611.9803726,2,2,90.4831538,-6.763473054,17,17,792.503846,1.294982456,8,8,407.3068196,-1.502504606
all0666,all0666,1147,774302,775449,12,12,0.610469327,15,15,0.827828834,1.356053118,41,41,2.015501606,3.301560812,15,15,0.732526886,1.199940527
all0626,all0626,1192,725962,727154,12,12,0.587423085,8,8,0.424841017,-1.382689199,18,18,0.851449627,1.449465722,33,33,1.550720087,2.63986916
alr3381,alr3381,1210,4092616,4093826,12,12,0.57868456,12,12,0.627781602,1.084842495,43,43,2.003760426,3.462612559,36,36,1.666528935,2.879857265
all4401,all4401,1213,5276721,5277934,12,12,0.577253354,19,19,0.991529199,1.717667283,24,24,1.115611932,1.932620963,17,18,0.831203632,1.439928633
alr7208,alr7208,1213,218066,219279,12,12,569.6008579,6,6,252.6516421,-2.254491018,13,13,564.0647373,-1.00981469,13,13,616.0389727,1.081527466
alr0582,alr0582,1297,676248,677545,12,12,0.539867631,23,23,1.12253675,2.079281448,29,29,1.260726064,2.33525033,38,38,1.64111626,3.039849336
all0809,all0809,1321,934675,935996,12,12,0.530059287,16,16,0.766707785,1.44645666,72,72,3.073211068,5.797862889,172,172,7.29325431,13.75931805
alr4879,alr4879,1324,5812505,5813829,12,12,0.528858246,12,12,0.573727899,1.084842495,44,44,1.873817977,3.543138432,33,33,1.396116574,2.63986916
alr1600,alr1600,1381,1880382,1881763,12,12,0.507029919,7,7,0.320861101,-1.580216227,35,35,1.429015948,2.818405571,50,50,2.02801916,3.999801758
all7277,all7277,1384,290452,291836,12,12,499.2238733,9,9,332.1529356,-1.502994012,5,5,190.1429875,-2.625518194,9,9,373.7937675,-1.33555965
all4430,all4430,1423,5308664,5310087,12,12,0.492064875,6,6,0.266906444,-1.843585599,13,13,0.515111401,1.046836355,22,22,0.86599126,1.759912773
ama,all2102,1426,2520110,2521536,12,12,0.491029676,13,13,0.57708068,1.175246036,67,67,2.649219767,5.395233521,46,46,1.806899652,3.679817617
all1802,all1802,1435,2162718,2164153,12,12,0.487950047,9,9,0.39701171,-1.229057066,8,8,0.31434083,-1.552296109,15,15,0.585511037,1.199940527
alr0904,alr0904,1447,1045984,1047431,12,12,0.483903468,11,11,0.481212458,-1.005592145,12,12,0.467600993,-1.034864072,16,16,0.619365741,1.279936562
all4285,all4285,1522,5138816,5140338,12,12,0.460058027,4,4,0.166363499,-2.765378398,37,37,1.370723257,2.979457318,35,35,1.288098635,2.79986123
all2564,all2564,1531,3063810,3065341,12,12,0.457353571,25,25,1.033659561,2.26008853,627,627,23.09165498,50.48972266,315,315,11.5247388,25.19875107
alr0996,alr0996,1567,1166871,1168438,12,12,0.446846406,7,7,0.282775482,-1.580216227,41,41,1.475290582,3.301560812,256,256,9.15096084,20.478985
all4284,all4284,1594,5137188,5138782,12,12,0.439277489,4,4,0.158848962,-2.765378398,55,55,1.945526193,4.42892304,98,98,3.443764832,7.839611445
alr0369,alr0369,1606,430824,432430,12,12,0.435995217,13,13,0.51240165,1.175246036,46,46,1.615009199,3.704190179,53,53,1.8485281,4.239789863
alr7241,alr7241,1789,259545,261334,12,12,386.2078483,11,11,314.0610081,-1.229722373,12,12,353.0346268,-1.093965914,18,19,610.4764245,1.580693989
all3613,all3613,2047,4363024,4365071,12,12,0.342065617,9,9,0.278315488,-1.229057066,41,41,1.129350436,3.301560812,32,32,0.87564458,2.559873125
alr3471,alr3471,2266,4187045,4189311,12,12,0.309006319,3,3,0.083805796,-3.687171197,23,23,0.572309085,1.852095089,26,26,0.642701288,2.079896914
narB,alr0612,2341,711606,713947,12,12,0.299106501,17,19,0.51376545,1.717667283,46,48,1.156118986,3.865241926,88,88,2.105605404,7.039651093
all4989,all4989,2380,5959868,5962248,12,12,0.294205176,14,14,0.372360656,1.265649577,109,109,2.582333032,8.777320207,26,26,0.611916437,2.079896914
alr2588,alr2588,2656,3093839,3096495,12,12,0.26363265,22,24,0.571999803,2.169684989,66,67,1.422359709,5.395233521,51,51,1.075567903,4.079797793
alr7190,alr7190,3676,189902,193578,12,12,187.955887,16,16,222.3187827,1.182824259,30,30,429.5286639,2.285263158,31,31,484.743314,2.579027035
all0886,all0886,5653,1020118,1025771,12,12,0.123864907,9,9,0.100780436,-1.229057066,10,10,0.099743298,-1.241836887,23,23,0.227900133,1.839908808
asl3978,asl3978,268,4792901,4793169,11,11,2.394991137,16,16,3.779182777,1.577952719,6,6,1.262348203,-1.897250799,17,18,3.762126887,1.570831236
asl4098,asl4098,295,4938914,4939209,11,11,2.175788558,5,5,1.072903585,-2.027944159,18,18,3.440433746,1.581235333,15,15,2.848163858,1.30902603
asl4765,asl4765,304,5677965,5678269,11,11,2.111373765,27,27,5.622155957,2.662795214,4,4,0.7419064,-2.845876199,16,16,2.948099432,1.396294432
asl2713,asl2713,316,3309747,3310063,11,11,2.031195015,7,7,1.402244243,-1.448531542,16,21,3.74709688,1.844774556,12,19,3.367923718,1.658099638
asl0514,asl0514,319,607495,607814,11,11,2.012092867,1,1,0.198436713,-10.13972079,82,82,14.49392064,7.203405407,42,42,7.374869425,3.665272883
asr1038,asr1038,343,1209557,1209900,11,18,3.062135501,12,16,2.952830858,-1.037016899,28,49,8.05498377,2.630511866,19,38,6.205620378,2.026566224
asl2194,asl2194,346,2637112,2637458,11,11,1.85507984,14,14,2.561324744,1.38070863,7,7,1.140734696,-1.626214971,10,10,1.618898532,-1.145890124
asr0148,asr0148,346,152768,153114,11,13,2.192367084,7,7,1.280662372,-1.711900913,18,21,3.422204087,1.560963085,6,8,1.295118826,-1.692792229
asl2733,asl2733,352,3331166,3331518,11,11,1.823459161,10,10,1.798332714,-1.013972079,9,9,1.441659027,-1.264833866,12,12,1.909564405,1.047220824
asr2994,asr2994,373,3637565,3637938,11,11,1.720797921,13,15,2.54562915,1.479330674,35,38,5.74430478,3.338163481,32,34,5.105823681,2.967125667
asr1451,asr1451,382,1710551,1710933,11,14,2.138507079,11,16,2.651363833,1.239819994,34,42,6.199385415,2.898931444,21,24,3.519197227,1.645632723
all1445,all1445,421,1704262,1704683,11,11,1.524602434,10,10,1.503594098,-1.013972079,22,22,2.946478624,1.932620963,9,9,1.197446563,-1.273211249
all0714,all0714,448,832517,832965,11,11,1.432717912,8,8,1.130380563,-1.267465099,9,9,1.132732093,-1.264833866,9,9,1.125279024,-1.273211249
all3626,all3626,472,4376789,4377261,11,11,1.359867849,5,5,0.670564741,-2.027944159,4,4,0.47783802,-2.845876199,14,14,1.661428917,1.221757628
all7053,all7053,475,43845,44320,11,11,1333.365657,6,6,645.1925093,-2.066616766,4,5,554.0166205,-2.406725012,13,13,1573.168998,1.179848145
alr0857,alr0857,490,983886,984376,11,11,1.30991352,14,16,2.066981601,1.577952719,16,19,2.186352738,1.669081741,17,20,2.286281192,1.74536804
gvpC,all2252,490,2705535,2706025,11,11,1.30991352,18,18,2.325354301,1.775196809,25,25,2.876779918,2.196160185,40,40,4.572562384,3.490736079
all2196,all2196,499,2637831,2638330,11,11,1.286287825,5,5,0.634281679,-2.027944159,10,10,1.129957643,-1.13835048,11,11,1.234775113,-1.041718295
alr7253,alr7253,502,271671,272173,11,11,1261.650771,20,20,2034.969734,1.612942171,12,12,1258.125393,-1.002802088,12,12,1374.05199,1.089090596
all3186,all3186,505,3855581,3856086,11,11,1.271005197,18,18,2.256284371,1.775196809,13,13,1.451492125,1.142003296,8,8,0.88734874,-1.432362655
alr4930,alr4930,520,5882261,5882781,11,11,1.234341586,10,10,1.217332914,-1.013972079,5,5,0.542162369,-2.276700959,7,7,0.754033124,-1.636985892
all3239,all3239,523,3911268,3911791,11,11,1.227261233,10,10,1.210350125,-1.013972079,26,26,2.803072746,2.284006593,15,15,1.606516899,1.30902603
alr2015,alr2015,532,2409475,2410007,11,11,1.206499294,10,12,1.427849132,1.18346454,24,25,2.649665714,2.196160185,31,31,3.263967228,2.705320461
alr2014,alr2014,553,2409015,2409568,11,11,1.160682866,11,11,1.259158095,1.084842495,26,27,2.752969137,2.371853,42,42,4.254219433,3.665272883
all0984,all0984,556,1150470,1151026,11,11,1.154420188,5,5,0.569256399,-2.027944159,27,27,2.738114987,2.371853,21,21,2.115632506,1.832636442
phnG,all2225,556,2668285,2668841,11,11,1.154420188,8,8,0.910810238,-1.267465099,30,30,3.042349985,2.635392222,18,18,1.813399291,1.570831236
alr3183,alr3183,562,3852674,3853236,11,11,1.142095418,5,5,0.563178928,-2.027944159,24,24,2.407895504,2.108313778,13,13,1.295694946,1.134489226
alr0504,alr0504,568,599040,599608,11,16,1.643681497,8,8,0.891567768,-1.843585599,9,10,0.992691662,-1.655782516,17,18,1.775088038,1.079946475
alr4914,alr4914,571,5860401,5860972,11,11,1.124093914,13,14,1.552046167,1.38070863,9,12,1.184971343,1.054156889,18,20,1.96195759,1.74536804
alr2503,alr2503,580,3004806,3005386,11,11,1.106651077,7,7,0.763981346,-1.448531542,19,19,1.847091106,1.669081741,29,29,2.80069446,2.530783657
all0800,all0800,604,924134,924738,11,11,1.062678187,11,11,1.152838455,1.084842495,10,10,0.933524609,-1.13835048,17,17,1.576549862,1.483562834
alr0347,alr0347,640,398030,398670,11,12,1.094075497,15,16,1.582532788,1.44645666,15,17,1.497723545,1.368939849,18,19,1.662912336,1.519924668
all4397,all4397,649,5271514,5272163,11,11,0.988994799,6,6,0.585220137,-1.689953466,23,23,1.998231721,2.02046737,10,10,0.863079957,-1.145890124
all1814,all1814,670,2180443,2181113,11,11,0.957996455,7,7,0.661356986,-1.448531542,176,176,14.81155225,15.4609677,68,68,5.68499174,5.934251335
alr5228,alr5228,670,6242192,6242862,11,11,0.957996455,1,3,0.283438708,-3.379906931,47,47,3.955357702,4.128781148,19,19,1.588453574,1.658099638
alr5031,alr5031,706,6002270,6002976,11,12,0.991796484,10,10,0.896619143,-1.106151359,22,22,1.75703612,1.771569216,15,15,1.190096796,1.199940527
all2909,all2909,718,3550756,3551474,11,11,0.893952123,23,23,2.02775789,2.268307034,21,21,1.649140131,1.844774556,30,30,2.340413198,2.618052059
all0456,all0456,727,539833,540560,11,11,0.882885316,5,5,0.435359777,-2.027944159,6,6,0.465349819,-1.897250799,13,13,1.001623878,1.134489226
all5063,all5063,727,6035665,6036392,11,11,0.882885316,9,9,0.783647598,-1.126635644,31,31,2.404307398,2.72323863,23,23,1.772103785,2.007173246
alr1698,alr1698,730,2037205,2037935,11,11,0.87925702,9,9,0.780427128,-1.126635644,7,7,0.540676993,-1.626214971,15,15,1.150970326,1.30902603
dmnA,dmnA,733,292954,293687,11,11,864.0500508,6,6,418.0988294,-2.066616766,10,10,718.0297264,-1.203362506,13,13,1019.44785,1.179848145
all4708,all4708,736,5612943,5613679,11,11,0.872089164,15,15,1.290108251,1.479330674,24,24,1.8386376,2.108313778,23,23,1.750434038,2.007173246
all1340,all1340,760,1591125,1591885,11,11,0.844549506,19,19,1.582532788,1.873818854,27,27,2.00314728,2.371853,24,24,1.768859659,2.094441648
all0496,all0496,829,592110,592939,11,11,0.774255277,18,18,1.374455497,1.775196809,37,39,2.652606236,3.426009889,16,16,1.081088332,1.396294432
alr4068,alr4068,829,4895874,4896703,11,12,0.84464212,28,31,2.367117801,2.802509778,75,78,5.305212471,6.281018129,47,49,3.310833017,3.919805722
alr4167,alr4167,847,5013692,5014539,11,11,0.75780121,7,9,0.672623145,-1.126635644,22,22,1.464542504,1.932620963,26,27,1.785566716,2.356246854
alr3362,alr3362,859,4068168,4069027,11,11,0.74721493,4,4,0.294767458,-2.534930198,36,36,2.363045297,3.162470667,38,38,2.477913609,3.316199275
all2099,all2099,871,2518618,2519489,11,11,0.73692035,6,6,0.436059551,-1.689953466,88,88,5.696750864,7.730483852,99,99,6.36667627,8.639571796
alr0477,alr0477,886,567681,568567,11,11,0.724444272,11,11,0.785907931,1.084842495,17,17,1.081877053,1.493388926,18,18,1.13797969,1.570831236
alr1959,alr1959,886,2341449,2342335,11,11,0.724444272,6,6,0.428677053,-1.689953466,16,16,1.018237226,1.405542518,5,5,0.31610547,-2.291780249
alr0191,alr0191,889,206534,207423,11,11,0.721999578,3,3,0.213615224,-3.379906931,14,15,0.951376036,1.317696111,7,7,0.441054246,-1.636985892
alr7025,alr7025,889,20095,20984,11,11,712.4282196,23,23,1321.471347,1.854883496,14,14,828.843763,1.163406699,14,14,905.215353,1.270605695
alr4015,alr4015,892,4834463,4835355,11,11,0.719571328,12,13,0.922552746,1.282086585,19,19,1.201023365,1.669081741,32,32,2.009466877,2.792588863
alr5330,alr5330,904,6362113,6363017,11,11,0.710019496,3,3,0.210070724,-3.379906931,7,7,0.436608634,-1.626214971,12,12,0.743547202,1.047220824
all2917,all2917,913,3558514,3559427,11,12,0.766931345,5,5,0.346666547,-2.212302718,25,25,1.543945411,2.013146836,29,29,1.779192538,2.319885019
alr2966,alr2966,937,3607753,3608690,11,11,0.685013473,18,18,1.216033733,1.775196809,20,20,1.203519453,1.756928148,28,28,1.673840873,2.443515255
all2035,all2035,946,2434537,2435483,11,11,0.678496432,8,8,0.535317645,-1.267465099,1,1,0.059603474,-11.3835048,2,2,0.118422599,-5.729450622
alr0981,alr0981,949,1146225,1147174,11,11,0.676351554,14,14,0.933844427,1.38070863,30,30,1.782451625,2.635392222,49,49,2.892181845,4.276151697
all1284,all1284,967,1526846,1527813,11,11,0.663761763,8,8,0.523692339,-1.267465099,50,50,2.915454312,4.39232037,38,38,2.201166277,3.316199275
alr5254,alr5254,997,6269212,6270209,11,11,0.643788992,10,10,0.634917869,-1.013972079,28,28,1.583527401,2.459699407,28,28,1.573108222,2.443515255
all1693,all1693,1024,2022848,2023872,11,11,0.626814087,15,15,0.927265305,1.479330674,58,58,3.193675206,5.09509163,37,37,2.023939356,3.228930873
menA,alr0033,1030,33447,34477,11,11,0.623162742,21,21,1.290609264,2.071062944,46,46,2.518159975,4.040934741,31,34,1.849002168,2.967125667
alr7239,alr7239,1030,257207,258237,11,11,614.9016381,3,3,148.7701174,-4.133233533,9,9,459.887583,-1.337069451,21,21,1171.946285,1.905908542
all3433,all3433,1033,4140577,4141610,11,11,0.621352976,13,13,0.796628315,1.282086585,19,19,1.037088908,1.669081741,22,23,1.24716307,2.007173246
avaIR,all3631,1048,4381848,4382896,11,11,0.612459566,14,14,0.845628207,1.38070863,32,35,1.883083038,3.074624259,35,35,1.870692865,3.054394069
alr2054,alr2054,1060,2461240,2462300,11,11,0.605526061,17,17,1.015209713,1.676574764,63,63,3.35117721,5.534323667,39,39,2.060888376,3.403467677
alr0190,alr0190,1069,205550,206619,11,11,0.600428087,17,18,1.065878024,1.775196809,27,29,1.529618059,2.547545815,37,38,1.991139186,3.316199275
all2853,all2853,1111,3474858,3475969,11,11,0.577729635,12,12,0.683722537,1.18346454,13,13,0.659769148,1.142003296,14,14,0.705845589,1.221757628
all4730,all4730,1129,5637278,5638407,11,11,0.568518711,12,12,0.672821735,1.18346454,32,32,1.598154442,2.811085037,9,9,0.446523475,-1.273211249
alr5367,alr5367,1153,6409178,6410331,11,11,0.556684844,6,6,0.329408386,-1.689953466,14,14,0.68463869,1.229849704,7,7,0.340066977,-1.636985892
all1880,all1880,1177,2243237,2244414,11,11,0.545333581,15,15,0.806728694,1.479330674,19,19,0.910206322,1.669081741,180,180,8.566270227,15.70831236
alr0593,alr0593,1192,689403,690595,11,11,0.538471162,7,7,0.37173589,-1.448531542,16,16,0.756844113,1.405542518,36,36,1.69169464,3.141662471
alr1577,alr1577,1201,1845881,1847082,11,11,0.534435991,7,7,0.368950192,-1.448531542,43,43,2.018776116,3.777395518,6,6,0.279836249,-1.909816874
alr1580,alr1580,1216,1848716,1849932,11,11,0.527843441,6,6,0.312341998,-1.689953466,83,83,3.848639449,7.291251815,27,27,1.243729448,2.356246854
natC,all1047,1234,1218323,1219557,11,12,0.567429755,12,13,0.66686957,1.175246036,34,37,1.690632736,2.979457318,40,42,1.906469487,3.359833476
alr0297,alr0297,1255,337301,338556,11,11,0.511440338,8,8,0.403514336,-1.267465099,13,13,0.584066552,1.142003296,12,12,0.535590972,1.047220824
all3244,all3244,1285,3918153,3919438,11,11,0.499500097,19,19,0.9359727,1.873818854,21,21,0.921465069,1.844774556,15,15,0.653858629,1.30902603
all3635,all3635,1303,4387088,4388391,11,11,0.492599865,22,22,1.068786534,2.169684989,37,37,1.601105753,3.250317074,26,26,1.11769848,2.268978452
alr1909,alr1909,1348,2285107,2286455,11,11,0.476155508,11,11,0.516553729,1.084842495,71,71,2.969827102,6.237094926,45,45,1.869899862,3.927078089
all0495,all0495,1441,590725,592166,11,11,0.445425139,10,10,0.43928738,-1.013972079,73,73,2.856416868,6.412787741,56,56,2.176806242,4.887030511
alr5348,alr5348,1444,6382552,6383996,11,11,0.44449974,7,7,0.306862313,-1.448531542,37,37,1.444765095,3.250317074,12,12,0.465489384,1.047220824
